GNSS Locations for ALL the Earthquakes
st_name	lat	lon	elv	samp_rate	gain	unit
0417	34.0515	134.0492	0.0	1.00	1.000000e+04	counts/cm
0418	34.0384	134.2302	0.0	1.00	1.000000e+04	counts/cm
0419	33.9367	133.6813	0.0	1.00	1.000000e+04	counts/cm
0420	33.8789	134.3891	0.0	1.00	1.000000e+04	counts/cm
0421	33.8775	134.0582	0.0	1.00	1.000000e+04	counts/cm
0422	33.8302	134.6678	0.0	1.00	1.000000e+04	counts/cm
0423	33.7251	134.5330	0.0	1.00	1.000000e+04	counts/cm
0424	33.6185	134.3720	0.0	1.00	1.000000e+04	counts/cm
0425	34.4724	134.3142	0.0	1.00	1.000000e+04	counts/cm
0426	34.2546	134.2420	0.0	1.00	1.000000e+04	counts/cm
0427	34.2174	133.7151	0.0	1.00	1.000000e+04	counts/cm
0428	34.0681	133.6475	0.0	1.00	1.000000e+04	counts/cm
0429	34.1642	133.9255	0.0	1.00	1.000000e+04	counts/cm
0430	34.0779	132.9902	0.0	1.00	1.000000e+04	counts/cm
0431	33.9387	133.5382	0.0	1.00	1.000000e+04	counts/cm
0432	33.9212	133.2013	0.0	1.00	1.000000e+04	counts/cm
0433	33.7965	132.9116	0.0	1.00	1.000000e+04	counts/cm
0434	33.7226	132.6840	0.0	1.00	1.000000e+04	counts/cm
0435	33.5692	132.9379	0.0	1.00	1.000000e+04	counts/cm
0436	33.4468	132.6934	0.0	1.00	1.000000e+04	counts/cm
0437	32.9639	132.5618	0.0	1.00	1.000000e+04	counts/cm
0438	33.7670	133.6558	0.0	1.00	1.000000e+04	counts/cm
0439	33.6542	133.8050	0.0	1.00	1.000000e+04	counts/cm
0440	33.6038	134.1069	0.0	1.00	1.000000e+04	counts/cm
0441	33.5278	134.2808	0.0	1.00	1.000000e+04	counts/cm
0442	33.5057	133.9036	0.0	1.00	1.000000e+04	counts/cm
0443	33.4684	133.2809	0.0	1.00	1.000000e+04	counts/cm
0444	33.4278	134.0071	0.0	1.00	1.000000e+04	counts/cm
0445	33.4077	133.4030	0.0	1.00	1.000000e+04	counts/cm
0447	33.1716	132.7927	0.0	1.00	1.000000e+04	counts/cm
0448	32.9912	132.9992	0.0	1.00	1.000000e+04	counts/cm
0449	32.8406	132.7037	0.0	1.00	1.000000e+04	counts/cm
0450	33.5361	130.2508	0.0	1.00	1.000000e+04	counts/cm
0451	33.5004	130.5220	0.0	1.00	1.000000e+04	counts/cm
0452	33.4655	130.8288	0.0	1.00	1.000000e+04	counts/cm
0453	33.2059	130.5646	0.0	1.00	1.000000e+04	counts/cm
0454	33.2749	130.2687	0.0	1.00	1.000000e+04	counts/cm
0455	33.0985	130.0942	0.0	1.00	1.000000e+04	counts/cm
0456	34.6556	129.4821	0.0	1.00	1.000000e+04	counts/cm
0457	34.2682	129.3115	0.0	1.00	1.000000e+04	counts/cm
0458	33.7427	129.7347	0.0	1.00	1.000000e+04	counts/cm
0459	33.3622	129.5370	0.0	1.00	1.000000e+04	counts/cm
0460	33.0631	129.6907	0.0	1.00	1.000000e+04	counts/cm
0461	32.8707	130.2713	0.0	1.00	1.000000e+04	counts/cm
0462	32.6694	128.8431	0.0	1.00	1.000000e+04	counts/cm
0463	32.6369	130.1546	0.0	1.00	1.000000e+04	counts/cm
0464	32.9335	130.5477	0.0	1.00	1.000000e+04	counts/cm
0465	32.8421	130.7648	0.0	1.00	1.000000e+04	counts/cm
0466	32.7406	131.0993	0.0	1.00	1.000000e+04	counts/cm
0467	32.3262	129.9873	0.0	1.00	1.000000e+04	counts/cm
0468	32.2992	130.5068	0.0	1.00	1.000000e+04	counts/cm
0469	32.2387	130.8026	0.0	1.00	1.000000e+04	counts/cm
0470	33.6712	131.5642	0.0	1.00	1.000000e+04	counts/cm
0471	33.4962	131.1689	0.0	1.00	1.000000e+04	counts/cm
0472	33.2540	131.3473	0.0	1.00	1.000000e+04	counts/cm
0473	33.2394	131.7981	0.0	1.00	1.000000e+04	counts/cm
0474	33.0090	131.2861	0.0	1.00	1.000000e+04	counts/cm
0475	32.9869	131.5878	0.0	1.00	1.000000e+04	counts/cm
0476	32.7040	131.7568	0.0	1.00	1.000000e+04	counts/cm
0477	32.6848	131.3276	0.0	1.00	1.000000e+04	counts/cm
0478	32.4566	131.1489	0.0	1.00	1.000000e+04	counts/cm
0479	32.2459	131.1852	0.0	1.00	1.000000e+04	counts/cm
0480	32.1704	131.5158	0.0	1.00	1.000000e+04	counts/cm
0481	31.9650	131.0786	0.0	1.00	1.000000e+04	counts/cm
0482	31.7403	131.0215	0.0	1.00	1.000000e+04	counts/cm
0483	31.6765	131.3689	0.0	1.00	1.000000e+04	counts/cm
0484	31.4694	131.2174	0.0	1.00	1.000000e+04	counts/cm
0485	32.0575	130.5978	0.0	1.00	1.000000e+04	counts/cm
0486	31.8555	130.7597	0.0	1.00	1.000000e+04	counts/cm
0487	31.7687	129.7954	0.0	1.00	1.000000e+04	counts/cm
0488	31.7174	130.2781	0.0	1.00	1.000000e+04	counts/cm
0489	31.6174	130.8361	0.0	1.00	1.000000e+04	counts/cm
0490	31.2352	130.6404	0.0	1.00	1.000000e+04	counts/cm
0491	31.1062	130.7231	0.0	1.00	1.000000e+04	counts/cm
0492	30.5309	130.9642	0.0	1.00	1.000000e+04	counts/cm
0493	30.3817	130.6384	0.0	1.00	1.000000e+04	counts/cm
0494	28.3991	129.4890	0.0	1.00	1.000000e+04	counts/cm
0495	27.0322	128.4323	0.0	1.00	1.000000e+04	counts/cm
0496	26.6948	127.8984	0.0	1.00	1.000000e+04	counts/cm
0497	25.8312	131.2278	0.0	1.00	1.000000e+04	counts/cm
0498	24.7531	125.3738	0.0	1.00	1.000000e+04	counts/cm
0499	24.4542	122.9428	0.0	1.00	1.000000e+04	counts/cm
0500	24.4263	123.7920	0.0	1.00	1.000000e+04	counts/cm
0501	45.1377	141.1671	0.0	1.00	1.000000e+04	counts/cm
0502	44.5820	142.9645	0.0	1.00	1.000000e+04	counts/cm
0503	44.2197	143.6157	0.0	1.00	1.000000e+04	counts/cm
0504	44.1919	143.0768	0.0	1.00	1.000000e+04	counts/cm
0505	43.9888	144.2933	0.0	1.00	1.000000e+04	counts/cm
0506	43.9084	142.5777	0.0	1.00	1.000000e+04	counts/cm
0507	43.8281	144.1153	0.0	1.00	1.000000e+04	counts/cm
0508	43.7385	142.4096	0.0	1.00	1.000000e+04	counts/cm
0509	43.7408	141.8738	0.0	1.00	1.000000e+04	counts/cm
0510	43.7714	142.9030	0.0	1.00	1.000000e+04	counts/cm
0511	43.6705	143.5782	0.0	1.00	1.000000e+04	counts/cm
0512	43.2321	145.2590	0.0	1.00	1.000000e+04	counts/cm
0513	43.4388	144.0796	0.0	1.00	1.000000e+04	counts/cm
0514	43.3363	142.3953	0.0	1.00	1.000000e+04	counts/cm
0515	43.3070	144.5977	0.0	1.00	1.000000e+04	counts/cm
0516	43.2484	141.8909	0.0	1.00	1.000000e+04	counts/cm
0517	43.2095	140.8606	0.0	1.00	1.000000e+04	counts/cm
0518	43.1655	142.8097	0.0	1.00	1.000000e+04	counts/cm
0519	43.1952	145.5205	0.0	1.00	1.000000e+04	counts/cm
0520	43.0776	141.5401	0.0	1.00	1.000000e+04	counts/cm
0521	42.9389	143.1706	0.0	1.00	1.000000e+04	counts/cm
0522	42.8844	141.5774	0.0	1.00	1.000000e+04	counts/cm
0523	42.7732	141.4071	0.0	1.00	1.000000e+04	counts/cm
0525	42.5514	140.7676	0.0	1.00	1.000000e+04	counts/cm
0526	42.4739	140.8764	0.0	1.00	1.000000e+04	counts/cm
0527	42.0605	139.4462	0.0	1.00	1.000000e+04	counts/cm
0528	42.1231	140.6669	0.0	1.00	1.000000e+04	counts/cm
0529	41.9767	140.7154	0.0	1.00	1.000000e+04	counts/cm
0530	41.8030	140.0712	0.0	1.00	1.000000e+04	counts/cm
0531	42.9826	144.7191	0.0	1.00	1.000000e+04	counts/cm
0532	42.1256	143.3157	0.0	1.00	1.000000e+04	counts/cm
0533	41.4047	141.4476	0.0	1.00	1.000000e+04	counts/cm
0534	41.1851	140.4908	0.0	1.00	1.000000e+04	counts/cm
0535	41.1455	140.8220	0.0	1.00	1.000000e+04	counts/cm
0537	40.8624	141.1318	0.0	1.00	1.000000e+04	counts/cm
0538	40.7063	140.5892	0.0	1.00	1.000000e+04	counts/cm
0539	40.6764	141.3762	0.0	1.00	1.000000e+04	counts/cm
0540	40.6243	140.4785	0.0	1.00	1.000000e+04	counts/cm
0541	40.6436	140.8034	0.0	1.00	1.000000e+04	counts/cm
0542	40.9102	140.4516	0.0	1.00	1.000000e+04	counts/cm
0543	39.9531	141.0663	0.0	1.00	1.000000e+04	counts/cm
0544	39.3513	140.7692	0.0	1.00	1.000000e+04	counts/cm
0546	39.1431	141.5755	0.0	1.00	1.000000e+04	counts/cm
0547	39.5961	141.6753	0.0	1.00	1.000000e+04	counts/cm
0548	38.5462	140.8479	0.0	1.00	1.000000e+04	counts/cm
0549	38.4250	141.2130	0.0	1.00	1.000000e+04	counts/cm
0550	38.3012	141.5007	0.0	1.00	1.000000e+04	counts/cm
0551	39.8911	139.8489	0.0	1.00	1.000000e+04	counts/cm
0552	39.8258	140.0447	0.0	1.00	1.000000e+04	counts/cm
0553	39.7027	140.7329	0.0	1.00	1.000000e+04	counts/cm
0554	39.1991	140.5067	0.0	1.00	1.000000e+04	counts/cm
0555	39.0160	139.9275	0.0	1.00	1.000000e+04	counts/cm
0556	38.4968	140.3652	0.0	1.00	1.000000e+04	counts/cm
0557	38.1481	140.2712	0.0	1.00	1.000000e+04	counts/cm
0559	37.6160	140.2057	0.0	1.00	1.000000e+04	counts/cm
0560	37.6207	140.3729	0.0	1.00	1.000000e+04	counts/cm
0561	37.4245	140.1359	0.0	1.00	1.000000e+04	counts/cm
0563	37.0972	139.5862	0.0	1.00	1.000000e+04	counts/cm
0564	38.0562	139.4617	0.0	1.00	1.000000e+04	counts/cm
0565	38.0237	138.3699	0.0	1.00	1.000000e+04	counts/cm
0566	37.5358	138.7069	0.0	1.00	1.000000e+04	counts/cm
0567	37.3485	138.5164	0.0	1.00	1.000000e+04	counts/cm
0568	37.3199	139.0203	0.0	1.00	1.000000e+04	counts/cm
0569	37.0567	138.2426	0.0	1.00	1.000000e+04	counts/cm
0570	36.9509	137.8939	0.0	1.00	1.000000e+04	counts/cm
0571	37.7521	139.0739	0.0	1.00	1.000000e+04	counts/cm
0572	36.7370	137.3695	0.0	1.00	1.000000e+04	counts/cm
0573	36.6496	137.0319	0.0	1.00	1.000000e+04	counts/cm
0574	37.3070	137.1385	0.0	1.00	1.000000e+04	counts/cm
0575	37.1567	136.7188	0.0	1.00	1.000000e+04	counts/cm
0576	37.1232	136.9961	0.0	1.00	1.000000e+04	counts/cm
0577	36.8175	136.7557	0.0	1.00	1.000000e+04	counts/cm
0578	36.3701	136.6053	0.0	1.00	1.000000e+04	counts/cm
0579	35.9689	136.1850	0.0	1.00	1.000000e+04	counts/cm
0580	35.8368	136.0560	0.0	1.00	1.000000e+04	counts/cm
0581	36.7430	140.4976	0.0	1.00	1.000000e+04	counts/cm
0582	36.3007	139.9878	0.0	1.00	1.000000e+04	counts/cm
0583	36.1148	139.9315	0.0	1.00	1.000000e+04	counts/cm
0584	36.0313	140.2025	0.0	1.00	1.000000e+04	counts/cm
0585	36.9523	140.1648	0.0	1.00	1.000000e+04	counts/cm
0586	36.9796	139.8058	0.0	1.00	1.000000e+04	counts/cm
0587	36.7764	139.8543	0.0	1.00	1.000000e+04	counts/cm
0588	36.6925	140.1577	0.0	1.00	1.000000e+04	counts/cm
0589	36.6242	139.4906	0.0	1.00	1.000000e+04	counts/cm
0590	36.5422	140.1793	0.0	1.00	1.000000e+04	counts/cm
0591	36.6163	138.5914	0.0	1.00	1.000000e+04	counts/cm
0592	36.2347	139.0666	0.0	1.00	1.000000e+04	counts/cm
0593	36.1428	138.9124	0.0	1.00	1.000000e+04	counts/cm
0594	34.7615	139.4340	0.0	1.00	1.000000e+04	counts/cm
0595	34.7376	139.3586	0.0	1.00	1.000000e+04	counts/cm
0598	34.2399	139.1376	0.0	1.00	1.000000e+04	counts/cm
0599	34.0938	139.5618	0.0	1.00	1.000000e+04	counts/cm
0600	34.0758	139.4788	0.0	1.00	1.000000e+04	counts/cm
0601	33.8841	139.6129	0.0	1.00	1.000000e+04	counts/cm
0602	32.4635	139.7646	0.0	1.00	1.000000e+04	counts/cm
0603	26.6352	142.1628	0.0	1.00	1.000000e+04	counts/cm
0606	35.6495	138.6904	0.0	1.00	1.000000e+04	counts/cm
0607	35.5119	139.0258	0.0	1.00	1.000000e+04	counts/cm
0608	36.2390	137.9846	0.0	1.00	1.000000e+04	counts/cm
0609	36.2284	137.8718	0.0	1.00	1.000000e+04	counts/cm
0610	36.2847	138.4993	0.0	1.00	1.000000e+04	counts/cm
0611	36.0847	137.6826	0.0	1.00	1.000000e+04	counts/cm
0612	36.0262	138.2145	0.0	1.00	1.000000e+04	counts/cm
0613	35.9741	138.5830	0.0	1.00	1.000000e+04	counts/cm
0614	35.8800	137.5983	0.0	1.00	1.000000e+04	counts/cm
0615	35.7263	137.9839	0.0	1.00	1.000000e+04	counts/cm
0616	35.3437	137.6764	0.0	1.00	1.000000e+04	counts/cm
0617	36.2615	136.9043	0.0	1.00	1.000000e+04	counts/cm
0618	36.2856	137.3630	0.0	1.00	1.000000e+04	counts/cm
0619	35.9116	137.2007	0.0	1.00	1.000000e+04	counts/cm
0620	34.8550	138.7765	0.0	1.00	1.000000e+04	counts/cm
0621	35.2044	138.9284	0.0	1.00	1.000000e+04	counts/cm
0622	34.6799	138.0983	0.0	1.00	1.000000e+04	counts/cm
0623	34.6778	138.1830	0.0	1.00	1.000000e+04	counts/cm
0624	34.6664	138.0465	0.0	1.00	1.000000e+04	counts/cm
0625	34.6345	138.1590	0.0	1.00	1.000000e+04	counts/cm
0626	35.0472	138.9069	0.0	1.00	1.000000e+04	counts/cm
0627	36.1036	140.0863	0.0	1.00	1.000000e+04	counts/cm
0628	34.6989	138.9393	0.0	1.00	1.000000e+04	counts/cm
0629	35.2391	137.0736	0.0	1.00	1.000000e+04	counts/cm
0630	35.1684	136.9658	0.0	1.00	1.000000e+04	counts/cm
0631	34.9844	136.8628	0.0	1.00	1.000000e+04	counts/cm
0632	34.9044	136.8319	0.0	1.00	1.000000e+04	counts/cm
0633	35.0509	136.6943	0.0	1.00	1.000000e+04	counts/cm
0634	34.8549	136.3933	0.0	1.00	1.000000e+04	counts/cm
0635	34.6487	136.3298	0.0	1.00	1.000000e+04	counts/cm
0636	34.4314	136.6284	0.0	1.00	1.000000e+04	counts/cm
0637	34.2082	136.3429	0.0	1.00	1.000000e+04	counts/cm
0638	35.4204	136.2647	0.0	1.00	1.000000e+04	counts/cm
0639	35.0857	136.0412	0.0	1.00	1.000000e+04	counts/cm
0640	35.6851	135.0340	0.0	1.00	1.000000e+04	counts/cm
0641	35.4822	135.4158	0.0	1.00	1.000000e+04	counts/cm
0642	35.2759	135.5495	0.0	1.00	1.000000e+04	counts/cm
0643	35.0531	135.7733	0.0	1.00	1.000000e+04	counts/cm
0644	34.9526	135.7724	0.0	1.00	1.000000e+04	counts/cm
0645	35.6212	134.6774	0.0	1.00	1.000000e+04	counts/cm
0646	35.4613	134.7287	0.0	1.00	1.000000e+04	counts/cm
0647	35.2379	135.0220	0.0	1.00	1.000000e+04	counts/cm
0648	35.1627	134.7712	0.0	1.00	1.000000e+04	counts/cm
0649	34.9362	134.9450	0.0	1.00	1.000000e+04	counts/cm
0650	34.3118	135.5283	0.0	1.00	1.000000e+04	counts/cm
0652	34.0254	135.1677	0.0	1.00	1.000000e+04	counts/cm
0653	33.5544	135.4962	0.0	1.00	1.000000e+04	counts/cm
0654	35.4360	133.3397	0.0	1.00	1.000000e+04	counts/cm
0655	35.3614	134.3253	0.0	1.00	1.000000e+04	counts/cm
0656	35.5635	133.1379	0.0	1.00	1.000000e+04	counts/cm
0657	34.8927	132.4573	0.0	1.00	1.000000e+04	counts/cm
0658	34.5711	132.0136	0.0	1.00	1.000000e+04	counts/cm
0659	34.4397	131.8643	0.0	1.00	1.000000e+04	counts/cm
0660	35.1697	133.5640	0.0	1.00	1.000000e+04	counts/cm
0662	34.9934	133.3963	0.0	1.00	1.000000e+04	counts/cm
0663	34.8116	132.8516	0.0	1.00	1.000000e+04	counts/cm
0664	34.7778	133.3376	0.0	1.00	1.000000e+04	counts/cm
0665	34.3703	132.1947	0.0	1.00	1.000000e+04	counts/cm
0666	34.2609	132.4555	0.0	1.00	1.000000e+04	counts/cm
0667	34.2101	132.8844	0.0	1.00	1.000000e+04	counts/cm
0668	34.7643	131.1524	0.0	1.00	1.000000e+04	counts/cm
0669	34.3421	131.1762	0.0	1.00	1.000000e+04	counts/cm
0670	34.1798	131.0657	0.0	1.00	1.000000e+04	counts/cm
0672	33.9099	132.3583	0.0	1.00	1.000000e+04	counts/cm
0673	34.1718	134.6050	0.0	1.00	1.000000e+04	counts/cm
0674	34.0397	133.8750	0.0	1.00	1.000000e+04	counts/cm
0675	33.7895	134.3015	0.0	1.00	1.000000e+04	counts/cm
0676	34.4455	133.9987	0.0	1.00	1.000000e+04	counts/cm
0677	34.3834	133.7807	0.0	1.00	1.000000e+04	counts/cm
0678	34.2524	133.1891	0.0	1.00	1.000000e+04	counts/cm
0679	33.9595	132.7817	0.0	1.00	1.000000e+04	counts/cm
0680	33.6116	132.4873	0.0	1.00	1.000000e+04	counts/cm
0681	33.1776	132.5438	0.0	1.00	1.000000e+04	counts/cm
0683	33.3269	133.2285	0.0	1.00	1.000000e+04	counts/cm
0684	33.2154	133.1286	0.0	1.00	1.000000e+04	counts/cm
0685	33.7455	130.7496	0.0	1.00	1.000000e+04	counts/cm
0686	33.6974	131.0165	0.0	1.00	1.000000e+04	counts/cm
0687	33.6405	130.8239	0.0	1.00	1.000000e+04	counts/cm
0688	33.3272	130.7012	0.0	1.00	1.000000e+04	counts/cm
0689	33.1960	129.9401	0.0	1.00	1.000000e+04	counts/cm
0690	33.2661	129.6900	0.0	1.00	1.000000e+04	counts/cm
0691	33.2558	129.1255	0.0	1.00	1.000000e+04	counts/cm
0692	32.8856	129.0263	0.0	1.00	1.000000e+04	counts/cm
0693	32.7957	130.1664	0.0	1.00	1.000000e+04	counts/cm
0694	32.7930	130.3360	0.0	1.00	1.000000e+04	counts/cm
0695	32.7123	130.2167	0.0	1.00	1.000000e+04	counts/cm
0696	32.7226	130.3523	0.0	1.00	1.000000e+04	counts/cm
0697	32.6607	130.2907	0.0	1.00	1.000000e+04	counts/cm
0698	32.6343	128.6194	0.0	1.00	1.000000e+04	counts/cm
0699	33.1220	131.0629	0.0	1.00	1.000000e+04	counts/cm
0700	33.0113	130.7486	0.0	1.00	1.000000e+04	counts/cm
0701	32.8707	130.9962	0.0	1.00	1.000000e+04	counts/cm
0702	32.5767	130.7949	0.0	1.00	1.000000e+04	counts/cm
0703	32.9507	131.0934	0.0	1.00	1.000000e+04	counts/cm
0704	32.8450	131.1321	0.0	1.00	1.000000e+04	counts/cm
0705	33.5371	131.3566	0.0	1.00	1.000000e+04	counts/cm
0706	33.3499	131.5884	0.0	1.00	1.000000e+04	counts/cm
0707	33.2703	131.1211	0.0	1.00	1.000000e+04	counts/cm
0709	33.2284	131.5795	0.0	1.00	1.000000e+04	counts/cm
0710	33.1906	130.9157	0.0	1.00	1.000000e+04	counts/cm
0711	32.5570	131.5307	0.0	1.00	1.000000e+04	counts/cm
0712	32.3844	131.3340	0.0	1.00	1.000000e+04	counts/cm
0713	32.0691	131.4860	0.0	1.00	1.000000e+04	counts/cm
0714	32.0477	130.8656	0.0	1.00	1.000000e+04	counts/cm
0715	31.8421	131.3063	0.0	1.00	1.000000e+04	counts/cm
0716	31.3991	131.3059	0.0	1.00	1.000000e+04	counts/cm
0717	32.1971	130.1797	0.0	1.00	1.000000e+04	counts/cm
0718	31.9088	130.4397	0.0	1.00	1.000000e+04	counts/cm
0719	31.6241	130.6519	0.0	1.00	1.000000e+04	counts/cm
0720	31.5918	130.7085	0.0	1.00	1.000000e+04	counts/cm
0721	31.5522	130.6374	0.0	1.00	1.000000e+04	counts/cm
0722	31.4962	130.6994	0.0	1.00	1.000000e+04	counts/cm
0723	30.7847	130.2750	0.0	1.00	1.000000e+04	counts/cm
0724	30.7533	131.0286	0.0	1.00	1.000000e+04	counts/cm
0725	30.4614	130.1982	0.0	1.00	1.000000e+04	counts/cm
0726	30.3987	130.9032	0.0	1.00	1.000000e+04	counts/cm
0727	30.3958	130.4244	0.0	1.00	1.000000e+04	counts/cm
0728	30.2364	130.5545	0.0	1.00	1.000000e+04	counts/cm
0730	28.4872	129.6936	0.0	1.00	1.000000e+04	counts/cm
0731	28.3711	130.0290	0.0	1.00	1.000000e+04	counts/cm
0732	28.2940	129.9217	0.0	1.00	1.000000e+04	counts/cm
0733	28.1376	129.3204	0.0	1.00	1.000000e+04	counts/cm
0734	27.8166	128.8945	0.0	1.00	1.000000e+04	counts/cm
0735	27.4012	128.6507	0.0	1.00	1.000000e+04	counts/cm
0736	26.9445	127.9451	0.0	1.00	1.000000e+04	counts/cm
0737	26.8593	128.2484	0.0	1.00	1.000000e+04	counts/cm
0738	26.7083	128.1440	0.0	1.00	1.000000e+04	counts/cm
0739	26.5829	127.2316	0.0	1.00	1.000000e+04	counts/cm
0740	26.4827	127.9724	0.0	1.00	1.000000e+04	counts/cm
0741	26.4469	127.8327	0.0	1.00	1.000000e+04	counts/cm
0742	26.3729	127.1436	0.0	1.00	1.000000e+04	counts/cm
0743	26.3478	126.7391	0.0	1.00	1.000000e+04	counts/cm
0744	26.1788	127.3453	0.0	1.00	1.000000e+04	counts/cm
0745	26.1686	127.8262	0.0	1.00	1.000000e+04	counts/cm
0747	24.8280	125.1710	0.0	1.00	1.000000e+04	counts/cm
0748	24.6416	124.6924	0.0	1.00	1.000000e+04	counts/cm
0749	24.5366	124.3013	0.0	1.00	1.000000e+04	counts/cm
0750	24.3389	124.1726	0.0	1.00	1.000000e+04	counts/cm
0751	24.0615	123.7958	0.0	1.00	1.000000e+04	counts/cm
0752	36.5393	139.0567	0.0	1.00	1.000000e+04	counts/cm
0753	36.0037	139.2693	0.0	1.00	1.000000e+04	counts/cm
0754	35.8840	139.1822	0.0	1.00	1.000000e+04	counts/cm
0755	35.8008	139.3660	0.0	1.00	1.000000e+04	counts/cm
0756	35.2884	140.2492	0.0	1.00	1.000000e+04	counts/cm
0758	35.6164	139.3699	0.0	1.00	1.000000e+04	counts/cm
0759	35.1609	139.6138	0.0	1.00	1.000000e+04	counts/cm
0760	34.8820	135.7898	0.0	1.00	1.000000e+04	counts/cm
0761	34.6211	135.6188	0.0	1.00	1.000000e+04	counts/cm
0762	34.8641	134.6597	0.0	1.00	1.000000e+04	counts/cm
0763	34.6983	135.7060	0.0	1.00	1.000000e+04	counts/cm
0764	34.5740	135.8199	0.0	1.00	1.000000e+04	counts/cm
0765	34.8096	134.1758	0.0	1.00	1.000000e+04	counts/cm
0766	34.5791	133.7570	0.0	1.00	1.000000e+04	counts/cm
0767	34.4504	133.2881	0.0	1.00	1.000000e+04	counts/cm
0768	34.3349	132.8202	0.0	1.00	1.000000e+04	counts/cm
0769	34.1912	132.2191	0.0	1.00	1.000000e+04	counts/cm
0770	33.3722	129.9549	0.0	1.00	1.000000e+04	counts/cm
0771	33.3465	130.4445	0.0	1.00	1.000000e+04	counts/cm
0772	32.9456	129.9897	0.0	1.00	1.000000e+04	counts/cm
0773	32.5817	130.4304	0.0	1.00	1.000000e+04	counts/cm
0774	32.5245	130.0852	0.0	1.00	1.000000e+04	counts/cm
0775	32.4263	130.3236	0.0	1.00	1.000000e+04	counts/cm
0776	31.6751	130.4695	0.0	1.00	1.000000e+04	counts/cm
0777	31.4159	130.1358	0.0	1.00	1.000000e+04	counts/cm
0778	45.2198	141.5982	0.0	1.00	1.000000e+04	counts/cm
0779	45.1268	142.3518	0.0	1.00	1.000000e+04	counts/cm
0780	44.7802	142.7179	0.0	1.00	1.000000e+04	counts/cm
0781	44.6399	141.7939	0.0	1.00	1.000000e+04	counts/cm
0782	44.3651	142.2645	0.0	1.00	1.000000e+04	counts/cm
0783	44.1488	141.6646	0.0	1.00	1.000000e+04	counts/cm
0784	43.7228	144.5064	0.0	1.00	1.000000e+04	counts/cm
0785	43.6243	141.3706	0.0	1.00	1.000000e+04	counts/cm
0788	43.1017	143.9020	0.0	1.00	1.000000e+04	counts/cm
0789	43.0137	142.8701	0.0	1.00	1.000000e+04	counts/cm
0790	42.9338	142.0846	0.0	1.00	1.000000e+04	counts/cm
0791	42.8065	143.4950	0.0	1.00	1.000000e+04	counts/cm
0792	42.4205	141.0811	0.0	1.00	1.000000e+04	counts/cm
0793	42.4864	143.1520	0.0	1.00	1.000000e+04	counts/cm
0794	41.9349	140.3712	0.0	1.00	1.000000e+04	counts/cm
0795	39.8490	141.4526	0.0	1.00	1.000000e+04	counts/cm
0796	39.1270	140.9885	0.0	1.00	1.000000e+04	counts/cm
0797	37.9844	140.6457	0.0	1.00	1.000000e+04	counts/cm
0798	40.0450	140.8229	0.0	1.00	1.000000e+04	counts/cm
0799	38.4343	140.0946	0.0	1.00	1.000000e+04	counts/cm
0800	37.0184	140.8417	0.0	1.00	1.000000e+04	counts/cm
0801	37.0369	139.4022	0.0	1.00	1.000000e+04	counts/cm
0802	36.7781	138.9448	0.0	1.00	1.000000e+04	counts/cm
0803	38.2890	140.1999	0.0	1.00	1.000000e+04	counts/cm
0804	35.4193	139.5219	0.0	1.00	1.000000e+04	counts/cm
0805	37.8282	139.2260	0.0	1.00	1.000000e+04	counts/cm
0806	37.7770	138.8804	0.0	1.00	1.000000e+04	counts/cm
0807	37.4987	138.7795	0.0	1.00	1.000000e+04	counts/cm
0809	35.6737	138.4568	0.0	1.00	1.000000e+04	counts/cm
0810	37.5897	138.9203	0.0	1.00	1.000000e+04	counts/cm
0811	35.5751	137.5288	0.0	1.00	1.000000e+04	counts/cm
0812	35.3597	136.4703	0.0	1.00	1.000000e+04	counts/cm
0813	35.1142	138.9739	0.0	1.00	1.000000e+04	counts/cm
0814	34.7195	138.8765	0.0	1.00	1.000000e+04	counts/cm
0815	35.1172	138.6100	0.0	1.00	1.000000e+04	counts/cm
0817	35.0670	138.2100	0.0	1.00	1.000000e+04	counts/cm
0818	35.0449	138.0817	0.0	1.00	1.000000e+04	counts/cm
0819	34.9021	137.9468	0.0	1.00	1.000000e+04	counts/cm
0820	34.8494	138.1767	0.0	1.00	1.000000e+04	counts/cm
0821	34.7520	137.6808	0.0	1.00	1.000000e+04	counts/cm
0822	35.3008	136.7888	0.0	1.00	1.000000e+04	counts/cm
0823	35.2833	134.5882	0.0	1.00	1.000000e+04	counts/cm
0825	33.9695	135.7352	0.0	1.00	1.000000e+04	counts/cm
0826	33.6372	135.7088	0.0	1.00	1.000000e+04	counts/cm
0827	34.2178	134.3934	0.0	1.00	1.000000e+04	counts/cm
0828	33.3680	132.0461	0.0	1.00	1.000000e+04	counts/cm
0829	33.3844	132.4753	0.0	1.00	1.000000e+04	counts/cm
0830	33.7043	133.3626	0.0	1.00	1.000000e+04	counts/cm
0831	33.0974	130.4650	0.0	1.00	1.000000e+04	counts/cm
0832	32.8396	129.7207	0.0	1.00	1.000000e+04	counts/cm
0833	33.1278	131.2068	0.0	1.00	1.000000e+04	counts/cm
0834	32.0984	130.3607	0.0	1.00	1.000000e+04	counts/cm
0835	31.9062	130.2390	0.0	1.00	1.000000e+04	counts/cm
0836	31.7960	130.4080	0.0	1.00	1.000000e+04	counts/cm
0837	31.8241	130.5996	0.0	1.00	1.000000e+04	counts/cm
